"STATE","COUNTY","TRUMP","CLINTON","REPORTING"
"Oregon","Lincoln",9901,12300,100
"Oregon","Linn",32683,17456,100
"Oregon","Malheur",7141,2213,100
"Oregon","Marion",54336,48803,100
"Oregon","Morrow",2698,1004,100
"Oregon","Multnomah",63055,271754,89
"Oregon","Polk",18333,15741,100
"Oregon","Sherman",726,202,100
"Oregon","Tillamook",6486,5701,100
"Oregon","Umatilla",16775,7466,100
"Oregon","Union",8378,3221,100
"Oregon","Wallowa",2825,1097,100
"Oregon","Wasco",5721,4634,100
"Oregon","Washington",75903,137818,100
"Oregon","Wheeler",583,153,100
"Oregon","Yamhill",22589,18635,100
"Pennsylvania","Adams",31249,14077,100
"Pennsylvania","Allegheny",257488,363017,100
"Pennsylvania","Armstrong",22676,6849,100
"Pennsylvania","Beaver",46081,30225,100
"Pennsylvania","Bedford",19455,3613,100
"Pennsylvania","Berks",93094,75169,100
"Pennsylvania","Blair",37224,13093,100
"Pennsylvania","Bradford",17957,6263,100
"Pennsylvania","Bucks",163873,165861,100
"Pennsylvania","Butler",61388,26834,100
"Pennsylvania","Cambria",40510,17798,100
"Pennsylvania","Cameron",1495,469,100
"Pennsylvania","Carbon",18714,8917,100
"Pennsylvania","Centre",35099,36555,100
"Pennsylvania","Chester",115582,140188,100
"Pennsylvania","Clarion",12545,4256,100
"Pennsylvania","Clearfield",23909,7700,100
"Pennsylvania","Clinton",9701,4533,100
"Pennsylvania","Columbia",17387,8502,100
"Pennsylvania","Crawford",23912,10215,100
"Pennsylvania","Cumberland",65649,44282,100
"Pennsylvania","Dauphin",60620,64287,100
"Pennsylvania","Delaware",106559,169169,99
"Pennsylvania","Elk",9704,3637,100
"Pennsylvania","Erie",57168,54820,100
"Pennsylvania","Fayette",34388,17826,100
"Pennsylvania","Forest",1680,626,100
"Pennsylvania","Franklin",49554,17322,100
"Pennsylvania","Fulton",5676,904,100
"Pennsylvania","Greene",10394,4157,100
"Pennsylvania","Huntingdon",14369,4487,100
"Pennsylvania","Indiana",24920,11468,100
"Pennsylvania","Jefferson",14533,3437,100
"Pennsylvania","Juniata",8234,1810,100
"Pennsylvania","Lackawanna",48102,51593,100
"Pennsylvania","Lancaster",137145,90066,100
"Pennsylvania","Lawrence",25323,13933,100
"Pennsylvania","Lebanon",38804,17860,100
"Pennsylvania","Lehigh",70285,77087,100
"Pennsylvania","Luzerne",77508,51454,100
"Pennsylvania","Lycoming",35475,12926,100
"Pennsylvania","McKean",11159,3802,100
"Pennsylvania","Mercer",30034,17631,100
"Pennsylvania","Mifflin",14050,3563,100
"Pennsylvania","Monroe",31706,31930,100
"Pennsylvania","Montgomery",160803,251063,100
"Pennsylvania","Montour",5274,2851,100
"Pennsylvania","Northampton",71384,65936,100
"Pennsylvania","Northumberland",24418,9184,100
"Pennsylvania","Perry",15613,4630,100
"Pennsylvania","Philadelphia",105418,560542,99
"Pennsylvania","Pike",16035,9247,100
"Pennsylvania","Potter",6247,1300,100
"Pennsylvania","Schuylkill",43937,16724,100
"Pennsylvania","Snyder",11710,3991,100
"Pennsylvania","Somerset",27347,7367,100
"Pennsylvania","Sullivan",2318,756,100
"Pennsylvania","Susquehanna",13295,5065,100
"Pennsylvania","Tioga",12928,3642,100
"Pennsylvania","Union",10605,6138,100
"Pennsylvania","Venango",15254,5889,100
"Pennsylvania","Warren",12032,4828,100
"Pennsylvania","Washington",58941,34436,100
"Pennsylvania","Wayne",15269,6398,100
"Pennsylvania","Westmoreland",116427,59506,100
"Pennsylvania","Wyoming",8375,3573,100
"Pennsylvania","York",126933,67428,100
"Rhode Island","Bristol",8248,13062,100
"Rhode Island","Kent",36147,34585,100
"Rhode Island","Newport",13370,19603,100
"Rhode Island","Newport",13371,19604,100
"Rhode Island","Newport",13372,19605,100
"Rhode Island","Newport",13373,19606,100
"Rhode Island","Newport",13374,19607,100
"Rhode Island","Providence",84939,131372,100
"Rhode Island","Washington",23886,28430,100
"South Carolina","Abbeville",6742,3712,100
"South Carolina","Aiken",45981,25426,100
"South Carolina","Allendale",788,2722,100
"South Carolina","Anderson",56109,21040,100
"South Carolina","Bamberg",2197,3886,100
"South Carolina","Barnwell",4888,4395,100
"South Carolina","Beaufort",39986,29577,100
"South Carolina","Berkeley",44223,30492,100
"South Carolina","Calhoun",3785,3569,100
"South Carolina","Charleston",75233,89048,100
"South Carolina","Cherokee",15165,6089,100
"South Carolina","Chester",7272,6582,100
"South Carolina","Chesterfield",9576,7125,100
"South Carolina","Clarendon",7246,7635,100
"South Carolina","Colleton",9083,7616,100
"South Carolina","Darlington",14973,13866,100
"South Carolina","Dillon",5637,5832,100
"South Carolina","Dorchester",34932,24010,100
"South Carolina","Edgefield",6842,4491,100
"South Carolina","Fairfield",4024,6936,100
"South Carolina","Florence",29498,26630,100
"South Carolina","Georgetown",17334,13234,100
"South Carolina","Greenville",125595,73338,100
"South Carolina","Greenwood",16881,10633,100
"South Carolina","Hampton",3483,5163,100
"South Carolina","Horry",83819,36731,100
"South Carolina","Jasper",6100,7789,100
"South Carolina","Kershaw",17464,10293,100
"South Carolina","Lancaster",23598,13718,100
"South Carolina","Laurens",16770,8845,100
"South Carolina","Lee",2789,5170,100
"South Carolina","Lexington",79866,35143,100
"South Carolina","Marion",5434,8522,100
"South Carolina","Marlboro",4257,5928,100
"South Carolina","McCormick",2651,2479,100
"South Carolina","Newberry",10011,6212,100
"South Carolina","Oconee",24096,7979,100
"South Carolina","Orangeburg",11909,26258,100
"South Carolina","Pickens",36096,10327,100
"South Carolina","Richland",52753,108401,100
"South Carolina","Saluda",5525,2809,100
"South Carolina","Spartanburg",76101,39888,100
"South Carolina","Sumter",18733,24024,100
"South Carolina","Union",7058,4727,100
"South Carolina","Williamsburg",4863,9949,100
"South Carolina","York",66245,41230,100
"South Dakota","Aurora",974,340,100
"South Dakota","Beadle",4455,1912,100
"South Dakota","Bennett",666,412,100
"South Dakota","Bon Homme",2105,704,100
"South Dakota","Brookings",6748,4879,100
"South Dakota","Brown",9613,5452,100
"South Dakota","Brule",1565,571,100
"South Dakota","Buffalo",171,296,100
"South Dakota","Butte",3355,693,100
"South Dakota","Campbell",704,105,100
"South Dakota","Charles Mix",2382,935,100
"South Dakota","Clark",1139,398,100
"South Dakota","Clay",2109,2608,100
"South Dakota","Codington",7764,3174,100
"South Dakota","Corson",588,535,100
"South Dakota","Custer",3290,1120,100
"South Dakota","Davison",5157,2355,100
"South Dakota","Day",1627,974,100
"South Dakota","Deuel",1366,570,100
"South Dakota","Dewey",723,887,100
"South Dakota","Douglas",1338,214,100
"South Dakota","Edmunds",1433,380,100
"South Dakota","Fall River",2511,821,100
"South Dakota","Faulk",858,204,100
"South Dakota","Grant",2381,970,100
"South Dakota","Gregory",1600,391,100
"South Dakota","Haakon",936,77,100
"South Dakota","Hamlin",2051,555,100
"South Dakota","Hand",1391,334,100
"South Dakota","Hanson",1497,424,100
"South Dakota","Harding",694,38,100
"South Dakota","Hughes",5174,2449,100
"South Dakota","Hutchinson",2517,692,100
"South Dakota","Hyde",543,125,100
"South Dakota","Jackson",722,323,100
"South Dakota","Jerauld",648,264,100
"South Dakota","Jones",450,69,100
"South Dakota","Kingsbury",1680,703,100
"South Dakota","Lake",4038,2314,100
"South Dakota","Lawrence",7411,3356,100
"South Dakota","Lincoln",15499,8076,100
"South Dakota","Lyman",977,369,100
"South Dakota","Marshall",1056,754,100
"South Dakota","McCook",1794,623,100
"South Dakota","McPherson",892,192,100
"South Dakota","Meade",8441,2223,100
"South Dakota","Mellette",402,238,100
"South Dakota","Miner",706,281,100
"South Dakota","Minnehaha",42043,30610,100
"South Dakota","Moody",1729,1042,100
"South Dakota","Pennington",29804,14074,100
"South Dakota","Perkins",1333,188,100
"South Dakota","Potter",1069,215,100
"South Dakota","Roberts",2142,1539,100
"South Dakota","Sanborn",819,241,100
"South Dakota","Shannon",241,2504,100
"South Dakota","Spink",1854,919,100
"South Dakota","Stanley",1148,329,100
"South Dakota","Sully",679,137,100
"South Dakota","Todd",487,1505,100
"South Dakota","Tripp",2069,462,100
"South Dakota","Turner",2937,961,100
"South Dakota","Union",5288,2227,100
"South Dakota","Walworth",1896,457,100
"South Dakota","Yankton",5654,3301,100
"South Dakota","Ziebach",368,352,100
"Tennessee","Anderson",19201,9010,100
"Tennessee","Bedford",11455,3384,100
"Tennessee","Benton",4715,1474,100
"Tennessee","Bledsoe",3621,896,100
"Tennessee","Blount",37385,12085,100
"Tennessee","Bradley",29761,7070,100
"Tennessee","Campbell",9860,2248,100
"Tennessee","Cannon",4006,1126,100
"Tennessee","Carroll",7731,2323,100
"Tennessee","Carter",16897,3453,100
"Tennessee","Cheatham",11295,3877,100
"Tennessee","Chester",3827,902,100
"Tennessee","Claiborne",8589,1831,100
"Tennessee","Clay",2140,707,100
"Tennessee","Cocke",9791,1980,100
"Tennessee","Coffee",14409,4741,100
"Tennessee","Crockett",3977,1302,100
"Tennessee","Cumberland",20410,5202,100
"Tennessee","Davidson",84365,148473,100
"Tennessee","Decatur",3580,894,100
"Tennessee","DeKalb",5164,1566,100
"Tennessee","Dickson",13213,4718,100
"Tennessee","Dyer",10175,2815,100
"Tennessee","Fayette",13046,5865,100
"Tennessee","Fentress",6032,1100,100
"Tennessee","Franklin",11526,4372,100
"Tennessee","Gibson",13779,5255,100
"Tennessee","Giles",7964,2915,100
"Tennessee","Grainger",6618,1154,100
"Tennessee","Greene",18538,4211,100
"Tennessee","Grundy",3626,998,100
"Tennessee","Hamblen",15839,4075,100
"Tennessee","Hamilton",78661,55260,100
"Tennessee","Hancock",1842,322,100
"Tennessee","Hardeman",4912,4174,100
"Tennessee","Hardin",8012,1622,100
"Tennessee","Hawkins",16611,3502,100
"Tennessee","Haywood",3010,3704,100
"Tennessee","Henderson",8118,1796,100
"Tennessee","Henry",9483,3061,100
"Tennessee","Hickman",5685,1823,100
"Tennessee","Houston",2180,865,100
"Tennessee","Humphreys",4928,1967,100
"Tennessee","Jackson",3229,1129,100
"Tennessee","Jefferson",14760,3490,100
"Tennessee","Johnson",5400,988,100
"Tennessee","Knox",105724,62861,100
"Tennessee","Lake",1357,577,100
"Tennessee","Lauderdale",4884,3656,100
"Tennessee","Lawrence",12419,2821,100
"Tennessee","Lewis",3579,890,100
"Tennessee","Lincoln",10375,2550,100
"Tennessee","Loudon",17588,4916,100
"Tennessee","Macon",6260,1071,100
"Tennessee","Madison",21321,15438,100
"Tennessee","Marion",7680,2829,100
"Tennessee","Marshall",8167,2848,100
"Tennessee","Maury",23781,10026,100
"Tennessee","McMinn",14673,3507,100
"Tennessee","McNairy",7839,1847,100
"Tennessee","Meigs",3337,856,100
"Tennessee","Monroe",13361,3184,100
"Tennessee","Montgomery",32320,21686,100
"Tennessee","Moore",2325,496,100
"Tennessee","Morgan",5429,1053,100
"Tennessee","Obion",9525,2425,100
"Tennessee","Overton",6055,1943,100
"Tennessee","Perry",2167,597,100
"Tennessee","Pickett",2019,536,100
"Tennessee","Polk",5097,1252,100
"Tennessee","Putnam",18981,6847,100
"Tennessee","Rhea",8650,1942,100
"Tennessee","Roane",15863,4833,100
"Tennessee","Robertson",19393,6634,100
"Tennessee","Rutherford",64428,36627,100
"Tennessee","Scott",6044,934,100
"Tennessee","Sequatchie",4434,1051,100
"Tennessee","Sevier",28610,6293,100
"Tennessee","Shelby",114948,206640,100
"Tennessee","Smith",5485,1688,100
"Tennessee","Stewart",3864,1222,100
"Tennessee","Sullivan",45577,11910,100
"Tennessee","Sumner",50105,18153,100
"Tennessee","Tipton",16893,5779,100
"Tennessee","Trousdale",2099,943,100
"Tennessee","Unicoi",5666,1260,100
"Tennessee","Union",5024,1010,100
"Tennessee","Van Buren",1820,539,100
"Tennessee","Warren",9535,3535,100
"Tennessee","Washington",34179,13003,100
"Tennessee","Wayne",5034,717,100
"Tennessee","Weakley",9001,2770,100
"Tennessee","White",7657,1842,100
"Tennessee","Williamson",68160,30992,100
"Tennessee","Wilson",39304,14356,100
"Texas","Anderson",13165,3358,100
"Texas","Andrews",3925,836,100
"Texas","Angelina",21666,7538,100
"Texas","Aransas",7730,2458,100
"Texas","Archer",3785,394,100
"Texas","Armstrong",924,70,100
"Texas","Atascosa",8598,4635,100
"Texas","Austin",9637,2319,100
"Texas","Bailey",1343,397,100
"Texas","Bandera",8159,1726,100
"Texas","Bastrop",16314,10555,100
"Texas","Baylor",1267,191,100
"Texas","Bee",4743,3443,100
"Texas","Bell",51780,37608,100
"Texas","Bexar",240161,319191,100
"Texas","Blanco",4212,1244,100
"Texas","Borden",330,31,100
"Texas","Bosque",6325,1277,100
"Texas","Bowie",24913,8831,100
"Texas","Brazoria",72653,43075,100
"Texas","Brazos",38662,23041,100
"Texas","Brewster",2073,1869,100
"Texas","Briscoe",625,91,100
"Texas","Brooks",613,1937,100
"Texas","Brown",12010,1621,100
"Texas","Burleson",5316,1491,100
"Texas","Burnet",14595,3785,100
"Texas","Caldwell",6516,4663,100
"Texas","Calhoun",4638,2118,100
"Texas","Callahan",4858,568,100
"Texas","Cameron",29432,59319,100
"Texas","Camp",3201,1260,100
"Texas","Carson",2617,249,100
"Texas","Cass",9182,2250,100
"Texas","Castro",1413,526,100
"Texas","Chambers",13278,2939,100
"Texas","Cherokee",12896,3466,100
"Texas","Childress",1802,253,100
"Texas","Clay",4376,536,100
"Texas","Cochran",679,190,100
"Texas","Coke",1265,140,100
"Texas","Coleman",3177,387,100
"Texas","Collin",200395,139837,100
"Texas","Collingsworth",983,145,100
"Texas","Colorado",6323,1977,100
"Texas","Comal",44996,14166,100
"Texas","Comanche",4300,788,100
"Texas","Concho",885,148,100
"Texas","Cooke",13174,2345,100
"Texas","Coryell",12212,5057,100
"Texas","Cottle",486,84,100
"Texas","Crane",1047,299,100
"Texas","Crockett",980,372,100
"Texas","Crosby",1180,468,100
"Texas","Culberson",280,454,100
"Texas","Dallam",1258,222,100
"Texas","Dallas",261865,458845,100
"Texas","Dawson",2636,835,100
"Texas","Deaf Smith",2911,1185,100
"Texas","Delta",1836,400,100
"Texas","Denton",169175,110000,98
"Texas","DeWitt",5510,1161,100
"Texas","Dickens",755,128,100
"Texas","Dimmit",974,2173,100
"Texas","Donley",1225,190,100
"Texas","Duval",1316,2783,100
"Texas","Eastland",6008,776,100
"Texas","Ector",24976,10225,100
"Texas","Edwards",741,302,100
"Texas","El Paso",54567,145509,100
"Texas","Ellis",44807,16197,100
"Texas","Erath",11205,2159,100
"Texas","Falls",3438,1682,100
"Texas","Fannin",9536,2123,100
"Texas","Fayette",8648,2127,100
"Texas","Fisher",1265,403,100
"Texas","Floyd",1473,435,100
"Texas","Foard",383,113,100
"Texas","Fort Bend",117212,134475,100
"Texas","Franklin",3583,665,100
"Texas","Freestone",5995,1461,100
"Texas","Frio",1232,1401,100
"Texas","Gaines",3907,597,100
"Texas","Galveston",73566,45503,100
"Texas","Garza",1223,224,100
"Texas","Gillespie",10445,2286,100
"Texas","Glasscock",553,34,100
"Texas","Goliad",2618,973,100
"Texas","Gonzales",4580,1567,100
"Texas","Gray",6495,699,100
"Texas","Grayson",35274,10276,100
"Texas","Gregg",28693,11623,100
"Texas","Grimes",7065,2194,100
"Texas","Guadalupe",36495,18308,100
"Texas","Hale",6347,2090,100
"Texas","Hall",891,164,100
"Texas","Hamilton",3056,479,100
"Texas","Hansford",1730,171,100
"Texas","Hardeman",1207,249,100
"Texas","Hardin",19600,2779,100
"Texas","Harris",544960,706471,100
"Texas","Harrison",18712,7130,100
"Texas","Hartley",1727,172,100
"Texas","Haskell",1403,314,100
"Texas","Hays",33730,33117,100
"Texas","Hemphill",1460,181,100
"Texas","Henderson",23574,5649,100
"Texas","Hidalgo",48608,118739,100
"Texas","Hill",10075,2535,100
"Texas","Hockley",5793,1257,100
"Texas","Hood",21367,4001,100
"Texas","Hopkins",10704,2508,100
"Texas","Houston",6205,1978,100
"Texas","Howard",6635,1768,100
"Texas","Hudspeth",503,324,100
"Texas","Hunt",23866,6301,100
"Texas","Hutchinson",7039,854,100
"Texas","Irion",660,90,100
"Texas","Jack",2973,314,100
"Texas","Jackson",4266,904,100
"Texas","Jasper",10578,2582,100
"Texas","Jeff Davis",694,422,100
"Texas","Jefferson",42828,42404,100
"Texas","Jim Hogg",430,1635,100
"Texas","Jim Wells",5411,6688,100
"Texas","Johnson",44370,10976,100
"Texas","Jones",4815,935,100
"Texas","Karnes",2959,1144,100
"Texas","Kaufman",29537,10265,100
"Texas","Kendall",15663,3633,100
"Texas","Kenedy",84,99,100
"Texas","Kent",360,59,100
"Texas","Kerr",17658,4665,100
"Texas","Kimble",1697,206,100
"Texas","King",149,5,100
"Texas","Kinney",936,457,100
"Texas","Kleberg",4364,4713,100
"Texas","Knox",1078,247,100
"Texas","La Salle",870,1125,100
"Texas","Lamar",14546,3579,100
"Texas","Lamb",3040,770,100
"Texas","Lampasas",6371,1479,100
"Texas","Lavaca",7339,1170,100
"Texas","Lee",4996,1372,100
"Texas","Leon",6391,909,100
"Texas","Liberty",18856,4851,100
"Texas","Limestone",5747,1748,100
"Texas","Lipscomb",1159,135,100
"Texas","Live Oak",3450,739,100
"Texas","Llano",8283,1825,100
"Texas","Loving",57,4,100
"Texas","Lubbock",65566,27956,100
"Texas","Lynn",1546,403,100
"Texas","Madison",3349,881,100
"Texas","Marion",2968,1156,100
"Texas","Martin",1453,266,100
"Texas","Mason",1656,353,100
"Texas","Matagorda",8147,3357,100
"Texas","Maverick",2816,10397,100
"Texas","McCulloch",2546,480,100
"Texas","McLennan",48245,27046,100
"Texas","McMullen",454,40,100
"Texas","Medina",12054,4624,100
"Texas","Menard",681,153,100
"Texas","Midland",36896,9993,100
"Texas","Milam",6340,2042,100
"Texas","Mills",1949,242,100
"Texas","Mitchell",1780,353,100
"Texas","Montague",7526,885,100
"Texas","Montgomery",150188,45744,100
"Texas","Moore",3974,1096,100
"Texas","Morris",3443,1425,100
"Texas","Motley",571,40,100
"Texas","Nacogdoches",14751,6822,100
"Texas","Navarro",11984,3998,100
"Texas","Newton",2961,978,100
"Texas","Nolan",3551,1029,100
"Texas","Nueces",50704,49102,100
"Texas","Ochiltree",2628,274,100
"Texas","Oldham",850,78,100
"Texas","Orange",25385,5716,100
"Texas","Palo Pinto",8222,1700,100
"Texas","Panola",8445,1835,100
"Texas","Parker",46433,8329,100
"Texas","Parmer",1911,848,100
"Texas","Pecos",2463,1551,100
"Texas","Polk",26587,7123,100
"Texas","Potter",19499,7620,100
"Texas","Presidio",652,1458,100
"Texas","Rains",3919,619,100
"Texas","Randall",43379,8340,100
"Texas","Reagan",709,167,100
"Texas","Real",1382,262,100
"Texas","Red River",3924,1148,100
"Texas","Reeves",1417,1659,100
"Texas","Refugio",1830,1034,100
"Texas","Roberts",524,20,100
"Texas","Robertson",4665,2203,100
"Texas","Rockwall",28396,9633,100
"Texas","Runnels",3241,452,100
"Texas","Rusk",14675,3935,100
"Texas","Sabine",3992,614,100
"Texas","San Augustine",2620,907,100
"Texas","San Jacinto",8050,2034,100
"Texas","San Patricio",13004,7825,100
"Texas","San Saba",2025,293,100
"Texas","Schleicher",819,209,100
"Texas","Scurry",4403,733,100
"Texas","Shackelford",1378,103,100
"Texas","Shelby",7171,1757,100
"Texas","Sherman",807,96,100
"Texas","Smith",58631,22128,100
"Texas","Somervell",3206,540,100
"Texas","Starr",2218,9246,100
"Texas","Stephens",3033,348,100
"Texas","Sterling",549,70,100
"Texas","Stonewall",555,135,100
"Texas","Sutton",1075,313,100
"Texas","Swisher",1671,462,100
"Texas","Tarrant",345683,288001,100
"Texas","Taylor",33172,10047,100
"Texas","Terrell",287,140,100
"Texas","Terry",1295,424,100
"Texas","Throckmorton",715,84,100
"Texas","Titus",6405,2538,100
"Texas","Tom Green",27376,9117,100
"Texas","Travis",126750,306475,100
"Texas","Trinity",4737,1154,100
"Texas","Tyler",6601,1243,100
"Texas","Upshur",13198,2378,100
"Texas","Upton",961,284,100
"Texas","Uvalde",4828,3863,100
"Texas","Val Verde",5856,6920,100
"Texas","Van Zandt",18436,2792,100
"Texas","Victoria",21253,8843,100
"Texas","Walker",12878,6085,100
"Texas","Waller",10525,5744,100
"Texas","Ward",2541,780,100
"Texas","Washington",10944,3381,100
"Texas","Webb",12946,42297,100
"Texas","Wharton",10149,4238,100
"Texas","Wheeler",2087,194,100
"Texas","Wichita",27609,8752,100
"Texas","Wilbarger",3166,807,100
"Texas","Willacy",1541,3416,100
"Texas","Williamson",104029,84252,100
"Texas","Wilson",13991,4790,100
"Texas","Winkler",1403,420,100
"Texas","Wise",20655,3412,100
"Texas","Wood",15681,2624,100
"Texas","Yoakum",1797,426,100
"Texas","Young",6587,873,100
"Texas","Zapata",1028,2056,100
"Texas","Zavala",692,2633,100
"Utah","Beaver",1800,258,100
"Utah","Box Elder",10324,1814,81
"Utah","Cache",12385,5435,60
"Utah","Carbon",5055,1673,95
"Utah","Daggett",327,76,83
"Utah","Davis",39047,19458,70
"Utah","Duchesne",5482,498,100
"Utah","Emery",3402,379,92
"Utah","Garfield",1577,352,100
"Utah","Grand",1924,1920,100
"Utah","Iron",2671,667,23
"Utah","Juab",2750,434,94
"Utah","Kane",2083,717,91
"Utah","Millard",3672,410,94
"Utah","Morgan",3156,572,100
"Utah","Piute",537,31,67
"Utah","Rich",786,104,100
"Utah","Salt Lake",82590,117667,66
"Utah","San Juan",2073,1143,65
"Utah","Sanpete",6081,979,100
"Utah","Sevier",6146,648,91
"Utah","Summit",6588,9464,100
"Utah","Tooele",9693,4015,94
"Utah","Uintah",9375,951,100
"Utah","Utah",84863,22934,100
"Utah","Wasatch",5627,2800,100
"Utah","Washington",33472,8369,88
"Utah","Wayne",959,271,100
"Utah","Weber",30561,18819,83
"Vermont","Addison",5297,11218,
"Vermont","Bennington",5925,9539,
"Vermont","Caledonia",5533,6445,
"Vermont","Chittenden",18297,54462,
"Vermont","Essex",1506,1019,
"Vermont","Franklin",8752,9351,
"Vermont","Grand Isle",1487,2094,
"Vermont","Lamoille",3569,7181,
"Vermont","Orange",4997,7522,
"Vermont","Orleans",5158,5181,
"Vermont","Rutland",12471,13629,
"Vermont","Washington",7993,18592,
"Vermont","Windham",5461,14340,
"Vermont","Windsor",8604,17544,
"Virginia","Accomack",8582,6737,100
"Virginia","Albemarle",19232,33297,100
"Virginia","Alexandria",13241,57147,100
"Virginia","Alleghany",4873,2165,100
"Virginia","Amelia",4704,2150,100
"Virginia","Amherst",9643,4986,100
"Virginia","Appomattox",5714,2023,100
"Virginia","Arlington",20155,91879,100
"Virginia","Augusta",26152,8108,100
"Virginia","Bath",1548,603,100
"Virginia","Bedford",30578,9733,97
"Virginia","Bland",2572,453,100
"Virginia","Botetourt",13369,4492,100
"Virginia","Bristol",4884,1832,100
"Virginia","Brunswick",3045,4473,100
"Virginia","Buchanan",7292,1721,100
"Virginia","Buckingham",3969,3128,100
"Virginia","Buena Vista",1432,693,100
"Virginia","Campbell",19442,6597,100
"Virginia","Caroline",7143,6425,100
"Virginia","Carroll",10653,2557,100
"Virginia","Charles City",1381,2244,100
"Virginia","Charlotte",3479,2153,100
"Virginia","Charlottesville",2951,17865,100
"Virginia","Chesapeake",53988,52554,100
"Virginia","Chesterfield",84938,80993,100
"Virginia","Clarke",4657,3047,100
"Virginia","Clifton Forge",4657,3047,100
"Virginia","Colonial Heights",4657,3047,100
"Virginia","Covington",1349,914,100
"Virginia","Craig",2139,541,100
"Virginia","Culpeper",13341,7744,100
"Virginia","Cumberland",2693,2032,100
"Virginia","Danville",7306,11051,100
"Virginia","Dickenson",4932,1335,100
"Virginia","Dinwiddie",7447,5765,100
"Virginia","Emporia",792,1531,100
"Virginia","Essex",2657,2541,100
"Virginia","Fairfax",157837,354485,100
"Virginia","Fairfax",3695,7363,100
"Virginia","Falls Church",1323,5810,100
"Virginia","Fauquier",22110,12960,100
"Virginia","Floyd",5289,2300,100
"Virginia","Fluvanna",7018,5751,100
"Virginia","Franklin",18560,7254,100
"Virginia","Franklin",1421,2516,100
"Virginia","Frederick",26069,11920,100
"Virginia","Fredericksburg",3731,6690,100
"Virginia","Galax",1603,680,100
"Virginia","Giles",5930,1949,100
"Virginia","Gloucester",13087,5399,100
"Virginia","Goochland",8374,4884,100
"Virginia","Grayson",5593,1407,100
"Virginia","Greene",5943,2923,100
"Virginia","Greensville",1737,2558,100
"Virginia","Halifax",9698,6890,100
"Virginia","Hampton",17802,41030,100
"Virginia","Hanover",39592,19360,100
"Virginia","Harrisonburg",6232,10100,100
"Virginia","Henrico",59674,93615,100
"Virginia","Henry",15207,8199,100
"Virginia","Highland",958,371,100
"Virginia","Hopewell",3885,4722,100
"Virginia","Isle of Wight",11971,7673,100
"Virginia","James City",21284,19091,100
"Virginia","King and Queen",2059,1451,100
"Virginia","King George",7338,4002,100
"Virginia","King William",5963,2752,100
"Virginia","Lancaster",3520,2862,100
"Virginia","Lee",7542,1627,100
"Virginia","Lexington",766,1514,100
"Virginia","Loudoun",69633,99909,100
"Virginia","Louisa",10507,6208,100
"Virginia","Lunenburg",3206,2226,100
"Virginia","Lynchburg",17979,14787,100
"Virginia","Madison",4418,2202,100
"Virginia","Manassas",5934,8395,100
"Virginia","Manassas Park",1732,3218,100
"Virginia","Martinsville",2149,3531,100
"Virginia","Mathews",3515,1563,100
"Virginia","Mecklenburg",8283,6571,100
"Virginia","Middlesex",3668,2107,100
"Virginia","Montgomery",19455,20015,100
"Virginia","Nelson",4150,3677,100
"Virginia","New Kent",8117,3545,100
"Virginia","Newport News",23650,40997,98
"Virginia","Norfolk",19875,51429,100
"Virginia","Northampton",2686,3255,100
"Virginia","Northumberland",5089,2830,100
"Virginia","Norton",1021,383,100
"Virginia","Nottoway",3712,2829,100
"Virginia","Orange",10511,5955,100
"Virginia","Page",7824,2514,100
"Virginia","Patrick",6454,1768,100
"Virginia","Petersburg",1448,12005,100
"Virginia","Pittsylvania",21742,9195,100
"Virginia","Poquoson",5089,1599,100
"Virginia","Portsmouth",12773,28462,100
"Virginia","Powhatan",11875,4057,100
"Virginia","Prince Edward",4099,4590,100
"Virginia","Prince George",9157,6419,100
"Virginia","Prince William",54065,83093,99
"Virginia","Pulaski",10314,4170,100
"Virginia","Radford",2637,2923,100
"Virginia","Rappahannock",2532,1741,100
"Virginia","Richmond",2213,1347,100
"Virginia","Richmond",14254,74640,100
"Virginia","Roanoke",30857,16787,100
"Virginia","Roanoke",16045,23403,100
"Virginia","Rockbridge",6671,3506,100
"Virginia","Rockingham",25269,9361,100
"Virginia","Russell",9516,2328,100
"Virginia","Salem",7225,4212,100
"Virginia","Scott",8242,1579,100
"Virginia","Shenandoah",14078,5269,100
"Virginia","Smyth",9747,2661,100
"Virginia","Southampton",5035,3595,100
"Virginia","Spotsylvania",34619,24204,100
"Virginia","Stafford",33840,27879,100
"Virginia","Staunton",5129,5329,100
"Virginia","Suffolk",17206,23012,100
"Virginia","Surry",1785,2069,100
"Virginia","Sussex",2055,2874,100
"Virginia","Tazewell",15160,2895,100
"Virginia","Virginia Beach",84389,76744,100
"Virginia","Warren",11762,5165,100
"Virginia","Washington",19309,5548,100
"Virginia","Waynesboro",4798,3762,100
"Virginia","Westmoreland",4331,3723,100
"Virginia","Williamsburg",1921,5199,100
"Virginia","Winchester",4786,5161,100
"Virginia","Wise",11983,2687,100
"Virginia","Wythe",10044,2765,100
"Virginia","York",18823,12989,100
"Washington","Adams",841,2157,67
"Washington","Asotin",2768,4998,57
"Washington","Benton",17755,31573,70
"Washington","Chelan",6528,8831,52
"Washington","Clallam",12331,12012,71
"Washington","Clark",77270,74136,86
"Washington","Columbia",482,1359,50
"Washington","Cowlitz",10511,12887,53
"Washington","Douglas",1755,3336,30
"Washington","Ferry",1927,960,50
"Washington","Franklin",7554,4646,53
